date,quarter,department,day,team,targeted_productivity,smv,wip,over_time,incentive,idle_time,idle_men,no_of_style_change,no_of_workers,actual_productivity
1/14/2015,Quarter2,sweing,Wednesday,6,0.8,12.01,972,5670,38,0,0,0,31.5,13337445.53.00
1/14/2015,Quarter2,sweing,Wednesday,1,0.8,26.16.00,1092,10620,63,0,0,0,59,13335285.03.00
1/14/2015,Quarter2,sweing,Wednesday,5,0.7,21.19,965,7320,0,0,0,0,58,11668259.23.00
1/14/2015,Quarter2,finishing,Wednesday,8,0.8,2.9,,1440,0,0,0,0,8,11122159.05.00
1/14/2015,Quarter2,sweing,Wednesday,4,0.6,22.4,816,5100,23,0,0,0,57,10006161.26.00
1/14/2015,Quarter2,sweing,Wednesday,10,0.5,22.4,947,3390,23,0,0,0,56.5,8333005.34.00
1/14/2015,Quarter2,sweing,Wednesday,11,0.35,15.01,838,7200,23,0,0,0,55,583385.25.00
1/14/2015,Quarter2,finishing,Wednesday,10,0.8,4.34,,1260,0,0,0,0,8,5539321.47.00
1/14/2015,Quarter2,sweing,Wednesday,2,0.8,51.02.00,1086,4260,27,0,0,0,57,5186791.04.00
1/14/2015,Quarter2,finishing,Wednesday,2,0.8,4.34,,1260,0,0,0,0,8,4121933.37.00
1/15/2015,Quarter3,finishing,Thursday,4,0.35,4.3,,3600,0,0,0,0,20,16477272.44.00
1/15/2015,Quarter3,finishing,Thursday,10,0.8,4.34,,3420,0,0,0,0,19,15885167.28.00
1/15/2015,Quarter3,finishing,Thursday,1,0.8,4.34,,1440,0,0,0,0,8,14737689.24.00
1/15/2015,Quarter3,finishing,Thursday,5,1.05,4.15,,1440,0,0,0,0,8,14344223.29.00
1/15/2015,Quarter3,finishing,Thursday,9,0.8,4.34,,1440,0,0,0,0,8,14302398.59.00
1/15/2015,Quarter3,sweing,Thursday,1,0.8,26.16.00,1160,10620,75,0,0,0,59,14175038.31.00
1/15/2015,Quarter3,sweing,Thursday,8,0.8,25.9,1177,8970,60,0,0,0,56.5,14173593.48.00
1/15/2015,Quarter3,sweing,Thursday,7,0.8,25.9,1281,10170,60,0,0,0,56.5,14168946.06.00
1/15/2015,Quarter3,sweing,Thursday,9,0.8,26.16.00,1369,10620,63,0,0,0,59,13335285.03.00
1/15/2015,Quarter3,sweing,Thursday,6,0.8,12.01,1084,4950,38,0,0,0,31.5,1333385.39.00
1/15/2015,Quarter3,sweing,Thursday,12,0.8,12.01,1216,4950,50,0,0,0,31.5,1333385.39.00
1/15/2015,Quarter3,sweing,Thursday,5,0.7,21.19,391,10440,0,0,0,0,58,11667672.25.00
1/15/2015,Quarter3,finishing,Thursday,7,0.8,2.9,,1440,0,0,0,0,8,11488320.42.00
1/15/2015,Quarter3,sweing,Thursday,3,0.5,22.52,1102,10170,30,0,0,0,56.5,11011388.13.00
1/15/2015,Quarter3,sweing,Thursday,4,1.05,22.52,872,10080,26,0,0,0,56,10835515.52.00
1/15/2015,Quarter3,finishing,Thursday,8,0.8,2.9,,1440,0,0,0,0,8,10115214.39.00
1/15/2015,Quarter3,sweing,Thursday,10,0.6,22.52,1076,10170,23,0,0,0,56.5,10004862.47.00
1/15/2015,Quarter3,sweing,Thursday,11,0.5,15.29,917,9900,30,0,0,0,55,8333751.09.00
1/15/2015,Quarter3,sweing,Thursday,2,0.5,23.34,1044,9810,23,0,0,0,54.5,8333314.48.00
1/17/2015,Quarter3,finishing,Saturday,5,1.05,4.15,,2700,0,0,0,0,15,1645328.17.00
1/17/2015,Quarter3,finishing,Saturday,2,0.8,4.34,,1800,0,0,0,0,10,16348484.51.00
1/17/2015,Quarter3,finishing,Saturday,10,0.8,4.34,,1440,0,0,0,0,8,16243686.52.00
1/17/2015,Quarter3,finishing,Saturday,1,0.8,4.34,,1440,0,0,0,0,8,14737689.24.00
1/17/2015,Quarter3,finishing,Saturday,9,0.8,4.34,,1800,0,0,0,0,10,1378005.03.00
1/17/2015,Quarter3,sweing,Saturday,6,0.8,11.41,1067,5490,63,0,0,0,30.5,13339062.46.00
1/17/2015,Quarter3,sweing,Saturday,12,0.8,12.01,1039,5670,63,0,0,0,31.5,13337445.53.00
1/17/2015,Quarter3,sweing,Saturday,7,0.8,25.9,1396,10170,50,0,0,0,56.5,13335478.41.00
1/17/2015,Quarter3,sweing,Saturday,8,0.8,25.9,1292,10170,50,0,0,0,56.5,13335478.41.00
1/17/2015,Quarter3,sweing,Saturday,1,0.8,49.08.00,171,10620,63,0,0,0,59,13335285.03.00
1/17/2015,Quarter3,sweing,Saturday,9,0.8,26.16.00,1128,10620,63,0,0,0,59,13335285.03.00
1/17/2015,Quarter3,sweing,Saturday,2,0.6,23.34,865,6570,23,0,0,0,56.5,1283523.18.00
1/17/2015,Quarter3,sweing,Saturday,4,0.7,22.52,825,10170,50,0,0,0,56.5,116756.57.00
1/17/2015,Quarter3,finishing,Saturday,8,0.8,2.9,,1440,0,0,0,0,8,11259469.42.00
1/17/2015,Quarter3,finishing,Saturday,7,0.8,2.9,,1440,0,0,0,0,8,11030618.41.00
1/17/2015,Quarter3,sweing,Saturday,10,1.05,22.52,1163,9720,35,0,0,0,54,10836644.13.00
1/17/2015,Quarter3,sweing,Saturday,3,0.6,22.52,1140,10170,30,0,0,0,56.5,10004862.47.00
1/17/2015,Quarter3,sweing,Saturday,11,0.6,15.29,1027,10080,38,0,0,0,56,10004554.28.00
1/17/2015,Quarter3,finishing,Saturday,6,0.8,2.9,,900,0,0,0,0,5,7762626.16.00
1/17/2015,Quarter3,sweing,Saturday,5,0.7,41.19.00,1052,10440,21,0,0,0,58,7533542.19.00
1/17/2015,Quarter3,finishing,Saturday,11,0.8,4.15,,1260,0,0,0,0,7,5230880.14.00
1/18/2015,Quarter3,finishing,Sunday,5,0.6,4.15,,1440,0,0,0,0,8,14213226.01.00
1/18/2015,Quarter3,finishing,Sunday,11,1.05,4.15,,2160,0,0,0,0,12,13973063.58.00
1/18/2015,Quarter3,finishing,Sunday,6,0.8,2.9,,1800,0,0,0,0,10,13414141.25.00
1/18/2015,Quarter3,sweing,Sunday,6,0.8,11.41,1140,5490,63,0,0,0,30.5,13339062.46.00
1/18/2015,Quarter3,sweing,Sunday,7,0.8,49.24.00,624,10170,50,0,0,0,56.5,13335478.41.00
1/18/2015,Quarter3,sweing,Sunday,8,0.8,25.9,1288,10170,38,0,0,0,56.5,13335478.41.00
1/18/2015,Quarter3,sweing,Sunday,9,0.8,26.16.00,1381,3660,50,0,0,0,59,13333583.29.00
1/18/2015,Quarter3,sweing,Sunday,4,0.7,22.52,882,10170,50,0,0,0,56.5,116756.57.00
1/18/2015,Quarter3,sweing,Sunday,10,0.7,22.52,1002,10080,40,0,0,0,56,11668235.56.00
1/18/2015,Quarter3,finishing,Sunday,7,0.8,2.9,,1440,0,0,0,0,8,11534090.55.00
1/18/2015,Quarter3,sweing,Sunday,12,0.8,27.27.00,585,5670,56,0,0,0,31.5,11037598.12.00
1/18/2015,Quarter3,sweing,Sunday,3,1.05,22.52,1138,10170,35,0,0,0,56.5,10840278.54.00
1/18/2015,Quarter3,sweing,Sunday,11,1.05,15.29,1140,10260,44,0,0,0,57,10838326.15.00
1/18/2015,Quarter3,sweing,Sunday,2,1.05,23.34,1025,10170,26,0,0,0,56.5,10837391.37.00
1/18/2015,Quarter3,finishing,Sunday,8,0.8,2.9,,1440,0,0,0,0,8,10664457.04.00
1/18/2015,Quarter3,sweing,Sunday,5,0.6,20.4,1031,10440,30,0,0,0,58,10001044.56.00
1/18/2015,Quarter3,finishing,Sunday,9,0.8,4.34,,1800,0,0,0,0,10,9700757.35.00
1/18/2015,Quarter3,sweing,Sunday,1,0.8,49.1,1381,10350,24,0,0,0,57.5,6720702.41.00
1/18/2015,Quarter3,finishing,Sunday,10,0.7,4.34,,1440,0,0,0,0,8,3929924.15.00
1/19/2015,Quarter3,finishing,Monday,4,0.7,4.3,,5040,0,0,0,0,28,16287878.47.00
1/19/2015,Quarter3,finishing,Monday,9,0.8,4.34,,1800,0,0,0,0,10,16068434.21.00
1/19/2015,Quarter3,finishing,Monday,5,1.05,4.15,,1440,0,0,0,0,8,15981691.55.00
1/19/2015,Quarter3,sweing,Monday,6,0.8,11.41,1028,4380,50,0,0,0,31,13339312.55.00
1/19/2015,Quarter3,sweing,Monday,8,0.8,25.9,1380,3630,50,0,0,0,56.5,13336043.22.00
1/19/2015,Quarter3,sweing,Monday,9,0.8,26.16.00,1196,10620,63,0,0,0,59,13335285.03.00
1/19/2015,Quarter3,finishing,Monday,12,0.8,2.9,,1440,0,0,0,0,8,13230744.57.00
1/19/2015,Quarter3,sweing,Monday,2,0.7,23.34,1006,10170,38,0,0,0,56.5,12508626.05.00
1/19/2015,Quarter3,sweing,Monday,4,0.7,22.52,930,10260,63,0,0,0,57,12501134.09.00
1/19/2015,Quarter3,sweing,Monday,3,0.7,22.52,1095,10170,50,0,0,0,56.5,12501045.51.00
1/19/2015,Quarter3,sweing,Monday,10,0.7,22.52,938,10080,63,0,0,0,56,12500955.59.00
1/19/2015,Quarter3,sweing,Monday,11,0.7,15.29,1484,10260,50,0,0,0,57,11669506.28.00
1/19/2015,Quarter3,finishing,Monday,8,0.8,2.9,,1440,0,0,0,0,8,11396780.18.00
1/19/2015,Quarter3,sweing,Monday,5,1.05,20.4,1255,8280,35,0,0,0,58,10834440.45.00
1/19/2015,Quarter3,sweing,Monday,7,0.8,49.24.00,1040,10260,30,0,0,0,57,9607673.13.00
1/19/2015,Quarter3,sweing,Monday,1,0.5,23.34,1492,10170,30,0,0,0,56.5,9166157.09.00
1/19/2015,Quarter3,finishing,Monday,10,0.7,4.34,,1440,0,0,0,0,8,8973327.01.00
1/19/2015,Quarter3,finishing,Monday,11,0.7,4.15,,1440,0,0,0,0,8,6825757.35.00
1/19/2015,Quarter3,sweing,Monday,12,0.35,15.26,1111,6120,23,0,0,0,34,583697.16.00
1/20/2015,Quarter3,finishing,Tuesday,5,0.7,4.15,,1440,0,0,0,0,8,559502.16.00
1/20/2015,Quarter3,sweing,Tuesday,6,0.8,11.41,1047,5580,63,0,0,0,31,13337691.26.00
1/20/2015,Quarter3,sweing,Tuesday,8,0.8,25.9,1434,10170,50,0,0,0,56.5,13335478.41.00
1/20/2015,Quarter3,sweing,Tuesday,9,0.8,26.16.00,399,10620,63,0,0,0,59,13335285.03.00
1/20/2015,Quarter3,sweing,Tuesday,4,0.7,22.52,983,10260,63,0,0,0,57,12501134.09.00
1/20/2015,Quarter3,sweing,Tuesday,10,0.7,22.52,1108,10080,63,0,0,0,56,12500955.59.00
1/20/2015,Quarter3,sweing,Tuesday,3,0.7,22.52,1134,8460,50,0,0,0,57,12500632.48.00
1/20/2015,Quarter3,sweing,Tuesday,2,0.7,23.34,1363,10260,50,0,0,0,57,12500531.38.00
1/20/2015,Quarter3,finishing,Tuesday,9,0.8,4.34,,1800,0,0,0,0,10,1213838.23.00
1/20/2015,Quarter3,sweing,Tuesday,11,0.7,15.29,1501,10260,50,0,0,0,57,11669506.28.00
1/20/2015,Quarter3,sweing,Tuesday,5,0.7,20.4,1352,10260,50,0,0,0,57,11667729.56.00
1/20/2015,Quarter3,finishing,Tuesday,8,0.8,2.9,,1440,0,0,0,0,8,10664457.04.00
1/20/2015,Quarter3,sweing,Tuesday,12,0.5,15.26,1352,3720,23,0,0,0,34,8338173.39.00
1/20/2015,Quarter3,sweing,Tuesday,7,0.35,23.34,1450,10080,30,0,0,0,56,6672213.12.00
1/20/2015,Quarter3,finishing,Tuesday,11,0.7,4.15,,2700,0,0,0,0,15,6044444.27.00
1/21/2015,Quarter3,finishing,Wednesday,4,1.15,4.3,,6000,0,0,0,0,20,16308760.41.00
1/21/2015,Quarter3,finishing,Wednesday,2,0.7,4.34,,5100,0,0,0,0,17,15203368.32.00
1/21/2015,Quarter3,sweing,Wednesday,4,1.15,22.52,825,10080,94,0,0,0,56,15009271.17.00
1/21/2015,Quarter3,sweing,Wednesday,6,0.8,12.01,916,5760,75,0,0,0,89,14173508.31.00
1/21/2015,Quarter3,finishing,Wednesday,9,0.8,4.34,,2400,0,0,0,0,8,13785790.36.00
1/21/2015,Quarter3,sweing,Wednesday,8,0.8,25.9,562,7470,38,0,0,0,56.5,13340609.02.00
1/21/2015,Quarter3,sweing,Wednesday,2,0.7,23.34,1422,10500,60,0,0,0,57,13340262.22.00
1/21/2015,Quarter3,sweing,Wednesday,10,0.7,22.52,1206,10080,75,0,0,0,56,13333676.03.00
1/21/2015,Quarter3,finishing,Wednesday,5,0.7,4.15,,2400,0,0,0,0,8,12636217.57.00
1/21/2015,Quarter3,sweing,Wednesday,5,0.7,20.4,1404,10440,50,0,0,0,58,12505747.08.00
1/21/2015,Quarter3,sweing,Wednesday,3,0.7,22.52,1139,10260,63,0,0,0,57,12501134.09.00
1/21/2015,Quarter3,sweing,Wednesday,11,0.7,15.29,1735,10260,50,0,0,0,57,11669506.28.00
1/21/2015,Quarter3,sweing,Wednesday,1,1.05,23.34,1595,10260,34,0,0,0,57,11667162.51.00
1/21/2015,Quarter3,sweing,Wednesday,12,0.6,15.26,1245,6360,23,0,0,0,34,1000288.04.00
1/21/2015,Quarter3,finishing,Wednesday,8,0.8,2.9,,2400,0,0,0,0,8,9914529.55.00
1/21/2015,Quarter3,sweing,Wednesday,9,0.8,54.56.00,757,4140,29,0,0,0,58,8670627.29.00
1/21/2015,Quarter3,finishing,Wednesday,1,1.05,4.34,,2400,0,0,0,0,8,8418803.25.00
1/21/2015,Quarter3,sweing,Wednesday,7,0.5,22.52,1720,10080,23,0,0,0,56,8337355.42.00
1/21/2015,Quarter3,finishing,Wednesday,11,0.7,4.15,,2700,0,0,0,0,9,7846153.51.00
1/22/2015,Quarter4,finishing,Thursday,7,0.6,4.34,,6000,0,0,0,0,10,15960648.09.00
1/22/2015,Quarter4,finishing,Thursday,10,1.15,4.34,,8400,0,0,0,0,14,15678350.58.00
1/22/2015,Quarter4,sweing,Thursday,4,1.15,22.52,759,10080,81,0,0,0,56,14166396.06.00
1/22/2015,Quarter4,sweing,Thursday,2,0.7,23.34,1510,10620,60,0,0,0,57,13338379.51.00
1/22/2015,Quarter4,sweing,Thursday,6,0.8,12.01,955,6360,63,0,0,0,32,13336533.09.00
1/22/2015,Quarter4,sweing,Thursday,10,1.15,22.52,1328,10080,55,0,0,0,56,13333676.03.00
1/22/2015,Quarter4,sweing,Thursday,1,0.7,23.34,1384,12180,63,0,0,0,57,12502706.07.00
1/22/2015,Quarter4,sweing,Thursday,3,0.7,22.52,1244,10260,63,0,0,0,57,12501134.09.00
1/22/2015,Quarter4,finishing,Thursday,5,0.7,4.15,,9000,0,0,0,0,15,12381687.15.00
1/22/2015,Quarter4,sweing,Thursday,5,0.7,20.4,1480,10440,40,0,0,0,58,11670846.24.00
1/22/2015,Quarter4,sweing,Thursday,11,0.7,15.29,1863,10260,50,0,0,0,57,11669506.28.00
1/22/2015,Quarter4,finishing,Thursday,4,1.15,4.3,,9000,0,0,0,0,15,11170267.29.00
1/22/2015,Quarter4,finishing,Thursday,1,0.7,4.34,,15000,0,0,0,0,25,10827703.42.00
1/22/2015,Quarter4,finishing,Thursday,2,0.7,4.34,,15000,0,0,0,0,25,10827703.42.00
1/22/2015,Quarter4,finishing,Thursday,6,0.8,2.9,,4800,0,0,0,0,8,10447048.37.00
1/22/2015,Quarter4,sweing,Thursday,12,0.6,15.26,1492,6960,23,0,0,0,34,10007273.46.00
1/22/2015,Quarter4,sweing,Thursday,7,0.6,22.52,1859,10260,23,0,0,0,57,1000689.21.00
1/22/2015,Quarter4,sweing,Thursday,8,0.8,41.39.00,980,10770,30,0,0,0,56.5,9258335.32.00
1/22/2015,Quarter4,sweing,Thursday,9,0.5,29.12.00,970,10440,30,0,0,0,58,8342459.04.00
1/22/2015,Quarter4,finishing,Thursday,3,0.7,4.34,,12000,0,0,0,0,20,7676311.44.00
1/22/2015,Quarter4,finishing,Thursday,8,0.8,2.9,,4800,0,0,0,0,8,6629050.56.00
1/22/2015,Quarter4,finishing,Thursday,12,0.6,4.08,,5400,0,0,0,0,9,5456790.07.00
1/24/2015,Quarter4,finishing,Saturday,5,0.7,4.15,,2700,0,0,0,0,15,16111111.07.00
1/24/2015,Quarter4,finishing,Saturday,10,1.15,4.34,,1800,0,0,0,0,10,15620707.04.00
1/24/2015,Quarter4,finishing,Saturday,8,0.8,2.9,,1620,0,0,0,0,9,15175364.46.00
1/24/2015,Quarter4,sweing,Saturday,2,1.15,23.34,1606,10260,94,0,0,0,57,1501080.06.00
1/24/2015,Quarter4,sweing,Saturday,4,1.15,22.52,727,10260,94,0,0,0,57,15005351.46.00
1/24/2015,Quarter4,finishing,Saturday,11,1.15,4.15,,1800,0,0,0,0,10,14933712.07.00
1/24/2015,Quarter4,finishing,Saturday,3,1.15,4.34,,1440,0,0,0,0,8,14924242.25.00
1/24/2015,Quarter4,finishing,Saturday,7,1.05,4.34,,2160,0,0,0,0,12,14509680.08.00
1/24/2015,Quarter4,finishing,Saturday,12,0.7,4.08,,1620,0,0,0,0,9,14309764.19.00
1/24/2015,Quarter4,sweing,Saturday,1,0.7,23.34,1472,10260,75,0,0,0,57,13344063.26.00
1/24/2015,Quarter4,sweing,Saturday,10,1.15,22.52,1332,10080,69,0,0,0,56,1334383.07.00
1/24/2015,Quarter4,sweing,Saturday,6,0.8,12.01,1009,5640,63,0,0,0,32,13342285.43.00
1/24/2015,Quarter4,sweing,Saturday,3,1.15,22.52,1266,10260,69,0,0,0,57,1333919.54.00
1/24/2015,Quarter4,sweing,Saturday,12,1.15,15.26,1316,6120,40,0,0,0,34,12501322.03.00
1/24/2015,Quarter4,sweing,Saturday,11,1.15,43.37.00,1282,10260,56,0,0,0,57,12500686.41.00
1/24/2015,Quarter4,sweing,Saturday,5,0.7,20.4,1382,10440,50,0,0,0,58,11670846.24.00
1/24/2015,Quarter4,finishing,Saturday,4,1.15,4.3,,2160,0,0,0,0,12,10858585.52.00
1/24/2015,Quarter4,sweing,Saturday,7,1.05,22.52,1295,10170,26,0,0,0,56.5,10840278.54.00
1/24/2015,Quarter4,sweing,Saturday,9,0.6,29.12.00,925,6660,23,0,0,0,58,10002086.57.00
1/24/2015,Quarter4,finishing,Saturday,2,1.15,4.34,,1440,0,0,0,0,8,9638573.14.00
1/24/2015,Quarter4,finishing,Saturday,1,0.7,4.34,,1440,0,0,0,0,8,9638573.14.00
1/24/2015,Quarter4,sweing,Saturday,8,0.35,15.09,1448,9360,23,0,0,0,52,583315.51.00
1/24/2015,Quarter4,finishing,Saturday,9,0.6,4.34,,1440,0,0,0,0,8,4352904.02.00
1/25/2015,Quarter4,finishing,Sunday,5,0.7,4.15,,3060,0,0,0,0,17,16229946.31.00
1/25/2015,Quarter4,finishing,Sunday,2,1.15,4.34,,1440,0,0,0,0,8,16167929.18.00
1/25/2015,Quarter4,finishing,Sunday,1,0.7,4.34,,1440,0,0,0,0,8,16167929.18.00
1/25/2015,Quarter4,finishing,Sunday,3,1.15,4.34,,1620,0,0,0,0,9,16029741.52.00
1/25/2015,Quarter4,finishing,Sunday,10,1.15,4.34,,3420,0,0,0,0,19,15919191.55.00
1/25/2015,Quarter4,finishing,Sunday,4,1.15,4.3,,2160,0,0,0,0,12,15867003.22.00
1/25/2015,Quarter4,sweing,Sunday,4,1.15,22.52,867,10260,94,0,0,0,57,15005351.46.00
1/25/2015,Quarter4,sweing,Sunday,2,1.15,23.34,1636,10530,81,0,0,0,58.5,14170396.16.00
1/25/2015,Quarter4,sweing,Sunday,1,0.7,23.34,1682,10530,75,0,0,0,58.5,13348493.29.00
1/25/2015,Quarter4,sweing,Sunday,3,1.15,22.52,1495,10350,55,0,0,0,57.5,13341888.27.00
1/25/2015,Quarter4,sweing,Sunday,6,0.8,12.01,1181,5760,63,0,0,0,32,13339772.44.00
1/25/2015,Quarter4,sweing,Sunday,10,1.15,22.52,1413,10080,69,0,0,0,56,13333676.03.00
1/25/2015,Quarter4,finishing,Sunday,7,1.05,4.34,,2520,0,0,0,0,14,12486471.52.00
1/25/2015,Quarter4,sweing,Sunday,7,0.7,22.52,360,10170,40,0,0,0,56.5,116756.57.00
1/25/2015,Quarter4,sweing,Sunday,12,0.7,15.26,1296,6120,40,0,0,0,34,1167394.32.00
1/25/2015,Quarter4,sweing,Sunday,5,0.7,20.4,1217,10440,50,0,0,0,58,11670846.24.00
1/25/2015,Quarter4,sweing,Sunday,9,1.05,29.12.00,1086,10440,26,0,0,0,58,10840125.24.00
1/25/2015,Quarter4,finishing,Sunday,12,0.7,4.08,,1620,0,0,0,0,9,10303030.18.00
1/25/2015,Quarter4,sweing,Sunday,11,1.15,43.37.00,532,10260,40,0,0,0,57,985236.08.00
1/25/2015,Quarter4,sweing,Sunday,8,0.5,15.09,1557,720,23,0,0,0,52,8334365.16.00
1/25/2015,Quarter4,finishing,Sunday,8,0.8,2.9,,720,0,0,0,0,4,5492424.15.00
1/26/2015,Quarter4,finishing,Monday,3,1.15,4.34,,1800,0,0,0,0,10,993687.52.00
1/26/2015,Quarter4,finishing,Monday,10,1.15,4.34,,3780,0,0,0,0,21,16629870.08.00
1/26/2015,Quarter4,finishing,Monday,4,1.15,4.3,,2160,0,0,0,0,12,16061658.15.00
1/26/2015,Quarter4,finishing,Monday,5,0.7,4.15,,2700,0,0,0,0,15,15986531.59.00
1/26/2015,Quarter4,finishing,Monday,2,1.15,4.34,,1800,0,0,0,0,10,15172979.48.00
1/26/2015,Quarter4,finishing,Monday,1,0.7,4.34,,1800,0,0,0,0,10,15172979.48.00
1/26/2015,Quarter4,sweing,Monday,4,0.8,22.52,1016,10170,60,0,0,0,56.5,14171878.04.00
1/26/2015,Quarter4,sweing,Monday,6,0.8,12.01,1072,5760,50,0,0,0,32,13339772.44.00
1/26/2015,Quarter4,sweing,Monday,3,1.15,22.52,1584,10260,69,0,0,0,57,1333919.54.00
1/26/2015,Quarter4,sweing,Monday,2,1.15,23.34,1764,10260,55,0,0,0,57,13333900.24.00
1/26/2015,Quarter4,sweing,Monday,1,0.7,23.34,1745,10440,60,0,0,0,58,13333725.11.00
1/26/2015,Quarter4,sweing,Monday,10,1.15,22.52,1250,10080,55,0,0,0,56,13333676.03.00
1/26/2015,Quarter4,finishing,Monday,12,0.7,4.08,,1620,0,0,0,0,9,12821548.49.00
1/26/2015,Quarter4,sweing,Monday,5,1.15,20.4,1118,10320,56,0,0,0,58,12500524.07.00
1/26/2015,Quarter4,sweing,Monday,9,0.7,29.12.00,1143,10440,40,0,0,0,58,1167690.42.00
1/26/2015,Quarter4,sweing,Monday,12,0.7,15.26,1337,6120,40,0,0,0,34,1167394.32.00
1/26/2015,Quarter4,finishing,Monday,7,1.05,4.34,,1440,0,0,0,0,8,10771780.18.00
1/26/2015,Quarter4,sweing,Monday,8,0.6,15.09,1519,360,23,0,0,0,52,10002389.25.00
1/26/2015,Quarter4,sweing,Monday,11,0.35,28.08.00,749,10260,23,0,0,0,57,5834449.46.00
1/27/2015,Quarter4,sweing,Tuesday,2,1.15,22.52,1635,6840,119,0,0,0,57,3841.09.00
1/27/2015,Quarter4,sweing,Tuesday,3,1.15,22.52,1299,6840,119,0,0,0,57,3841.09.00
1/27/2015,Quarter4,finishing,Tuesday,10,0.8,4.34,,1440,0,0,0,0,12,16325462.58.00
1/27/2015,Quarter4,finishing,Tuesday,4,0.8,4.3,,1440,0,0,0,0,12,15677.05.00
1/27/2015,Quarter4,finishing,Tuesday,5,0.5,4.15,,1440,0,0,0,0,12,15439814.49.00
1/27/2015,Quarter4,sweing,Tuesday,10,0.8,22.52,1134,6720,70,0,0,0,56,15002162.42.00
1/27/2015,Quarter4,finishing,Tuesday,3,1.15,4.34,,1440,0,0,0,0,12,14364.35.00
1/27/2015,Quarter4,sweing,Tuesday,4,0.8,22.52,1106,6780,60,0,0,0,56.5,14171878.04.00
1/27/2015,Quarter4,finishing,Tuesday,8,1.05,4.34,,960,0,0,0,0,8,14090972.13.00
1/27/2015,Quarter4,finishing,Tuesday,12,0.7,4.15,,1080,0,0,0,0,9,13725925.56.00
1/27/2015,Quarter4,finishing,Tuesday,7,0.5,4.15,,960,0,0,0,0,8,13392361.07.00
1/27/2015,Quarter4,sweing,Tuesday,1,1.15,23.34,1871,6960,55,0,0,0,58,13337720.18.00
1/27/2015,Quarter4,finishing,Tuesday,2,1.15,4.34,,1200,0,0,0,0,10,13.08
1/27/2015,Quarter4,finishing,Tuesday,1,1.15,4.34,,1200,0,0,0,0,10,1296.55.00
1/27/2015,Quarter4,sweing,Tuesday,9,0.7,29.12.00,1294,6960,50,0,0,0,58,11673103.27.00
1/27/2015,Quarter4,sweing,Tuesday,12,0.7,15.26,1462,4080,40,0,0,0,34,11669411.46.00
1/27/2015,Quarter4,sweing,Tuesday,8,1.05,15.09,976,240,23,0,0,0,52,10838452.23.00
1/27/2015,Quarter4,sweing,Tuesday,6,0.8,30.4,338,3840,34,0,0,0,32,10380468.45.00
1/27/2015,Quarter4,finishing,Tuesday,6,0.8,2.9,,960,0,0,0,0,8,103.45.00
1/27/2015,Quarter4,sweing,Tuesday,5,0.5,21.19,1455,6960,30,0,0,0,58,8333922.25.00
1/27/2015,Quarter4,sweing,Tuesday,11,0.5,48.18.00,1282,6480,23,0,0,0,54,617444.17.00
1/28/2015,Quarter4,sweing,Wednesday,2,0.8,22.52,1559,6840,90,0,0,0,57,3841.09.00
1/28/2015,Quarter4,sweing,Wednesday,3,0.8,22.52,1350,6840,113,0,0,0,57,3841.09.00
1/28/2015,Quarter4,finishing,Wednesday,6,0.35,2.9,,1800,0,0,0,0,15,16292592.36.00
1/28/2015,Quarter4,finishing,Wednesday,1,1.15,4.34,,1200,0,0,0,0,10,157.36.00
1/28/2015,Quarter4,finishing,Wednesday,2,0.8,4.34,,1800,0,0,0,0,15,15037037.02.00
1/28/2015,Quarter4,sweing,Wednesday,10,0.8,22.52,1175,6720,60,0,0,0,56,14175535.43.00
1/28/2015,Quarter4,sweing,Wednesday,1,1.15,23.34,1868,6960,81,0,0,0,58,14172701.09.00
1/28/2015,Quarter4,finishing,Wednesday,10,0.8,4.34,,1200,0,0,0,0,10,14008888.53.00
1/28/2015,Quarter4,sweing,Wednesday,5,0.6,21.19,1045,6960,88,0,0,0,58,13342241.23.00
1/28/2015,Quarter4,sweing,Wednesday,4,0.8,22.52,1342,6780,50,0,0,0,56.5,13341494.36.00
1/28/2015,Quarter4,finishing,Wednesday,12,1.15,4.08,,1080,0,0,0,0,9,12592592.36.00
1/28/2015,Quarter4,sweing,Wednesday,9,0.7,29.12.00,1340,6960,63,0,0,0,58,12509885.03.00
1/28/2015,Quarter4,sweing,Wednesday,12,1.15,15.26,1429,3600,45,0,0,0,35,12504722.13.00
1/28/2015,Quarter4,finishing,Wednesday,4,0.8,4.3,,1440,0,0,0,0,12,12043981.29.00
1/28/2015,Quarter4,finishing,Wednesday,8,1.05,4.15,,960,0,0,0,0,8,9222222.13.00
1/28/2015,Quarter4,sweing,Wednesday,11,0.5,20.1,1413,5880,46,0,0,0,54,8342788.28.00
1/28/2015,Quarter4,sweing,Wednesday,8,0.7,38.09.00,336,6240,0,0,0,0,52,7794887.49.00
1/28/2015,Quarter4,sweing,Wednesday,6,0.35,19.19,511,1800,23,0,0,0,32,7299922.18.00
1/28/2015,Quarter4,finishing,Wednesday,7,0.6,4.34,,960,0,0,0,0,8,6772569.27.00
1/28/2015,Quarter4,sweing,Wednesday,7,0.6,23.54,958,6600,0,0,0,0,55,4755555.33.00
1/28/2015,Quarter4,finishing,Wednesday,11,0.5,2.9,,960,0,0,0,0,8,4322.55.00
1/29/2015,Quarter5,sweing,Thursday,2,0.8,22.52,1416,6840,113,0,0,0,57,3841.09.00
